Aspest,Elevation,Slope,MAP,Distance to Roads,Distance to Faults,Distance to Rivers,NDVI,Lithology
0.010656903172172794,-0.00439048,-0.034240706,-0.025070872,-0.016715403,-0.00026929,-0.004192341,-0.060545825,0.00029399700336572615
0.010910977461476618,0.03824402406389668,0.005494153729751189,0.0029857149564782026,-0.019869997,-0.000249678,-0.000761583,0.1770088032628864,-0.000568004
-0.008463586,0.052035309419168195,-0.063367298,0.00904787722728859,-0.020123141,-0.000342737,-0.001013239,0.11273655721144173,0.0006599437488851151
0.002146667122976863,0.0364376177764257,-0.029124561,0.04496912866360429,-0.027362456,-0.0002906,-0.00440904,-0.082851793,-0.003400168
-0.017943577,0.011758395717225081,0.034512134135677254,-0.029049987,-0.017999343,-0.000648052,-0.001386734,0.10570897871996221,-0.00136766
0.012804629645331397,0.02274554537207217,-0.191897466,0.014036316889900605,0.028565186407086197,-0.003516232,0.010063378858165703,0.07160615817321754,0.015287683861743439
0.011371701480807473,0.029049698900577868,0.03537663383291024,0.030103056505764947,0.02688219117142548,-0.000417303,-0.000236444,0.1301097356841625,0.0018183925940652317
-0.001384809,0.023575908355116536,-0.006412795,-0.006946057,0.044175983752499585,-0.000103606,-0.004629387,-0.162756263,0.0028531155543469033
-0.003390669,0.026655741106069508,0.0019428032806159765,-0.00425443,0.09126183648934935,0.00034441464024216465,-0.003318708,-0.189614716,0.0026762022521697897
-0.003958663,0.014744629865155644,-0.019129155,0.07331215396754948,-0.030429354,-0.000569839,-0.005277935,-0.180985735,0.0013147289413431192
-0.006949163,0.02500592535847715,0.018675565986318178,-0.002681832,-0.02503237,-0.000118575,-0.002974909,0.0011933253046565522,0.0038552725677289765
0.002763066172757061,0.014879299093451558,-0.020749419,0.042044543522427084,0.030078228025718967,-5.37E-05,0.009652830642709186,0.050840017489376464,0.002317916332233457
-0.016894039,0.03678284995113188,-0.013916444,-0.028506934,0.06678480843071269,0.0002511665110047818,-0.001891024,0.013055196013434035,-0.001638254
