Aspest,Elevation,Slope,MAP,Distance to Roads,Distance to Faults,Distance to Rivers,NDVI,Lithology,label
67.3800964,2203,6.18293,907.914978,0,2,3,0.140082,2,1
141.1159973,1992,9.4215803,821.9550171,0,0,0,0.520375,3,0
336.8009949,1733,5.4380102,804.7390137,4,0,0,0.13139,2,0
241.0599976,1938,22.0333004,1339.689941,0,0,0,0.578752,2,0
358.2990112,1517,22.8320007,979.1870117,0,0,0,0.454804,4,1
6.1322198,1832,26.8880997,801.4650269,4,0,0,0.244344,3,1
107.5429993,1650,34.1111984,1131.26001,0,0,0,0.438336,2,0
315,1798,2.0248699,801.0150146,3,0,1,0.20996,1,0
242.5709991,990,36.5648003,880.4539795,0,0,2,0.236247,4,0
346.4299927,1295,20.4510002,819.0999756,4,0,0,0.541952,2,0
79.9919968,726,12.1767998,888.7540283,4,1,0,0.332024,2,1
294.0759888,1784,12.1061001,801.6630249,3,0,0,0.298989,2,1
239.826004,1779,22.5137005,786.8900146,0,0,4,0.288995,3,1
47.8624001,2037,13.2786999,842,0,2,1,0.482616,3,1
338.256012,1577,37.8133011,1031.51001,0,0,0,0.421795,4,0
161.9660034,1859,20.6487999,1113.349976,0,0,0,0.394133,2,1
165.4660034,2017,19.2215004,831.8359985,0,0,0,0.393795,2,0
167.470993,1763,8.7356901,752.0310059,2,0,0,0.299517,4,0
48.0127983,1692,12.6381998,775.4719849,4,0,0,0.182267,2,0
123.3659973,2264,31.5352001,1077.329956,0,0,0,0.641345,2,0
12.7712002,2129,17.7668991,862.8800049,0,0,0,0.543702,2,1
344.7449951,1736,13.3621998,1032.699951,0,0,0,0.223525,2,1
119.4759979,2186,6.28194,892.3549805,0,0,0,0.582995,2,1
101.5139999,1719,24.6665993,730.5349731,0,0,0,0.526941,4,1
253.6100006,1934,16.4536991,824.7449951,1,0,0,0.474133,2,0
304.04599,2014,10.5398998,835.9039917,0,0,0,0.313685,3,1
116.5650024,1899,8.4787102,809.8629761,4,1,0,0.312795,3,0
10.8044004,1721,29.0601997,813.5620117,0,0,0,0.423497,3,0
34.1436005,2040,23.6532001,826.6309814,0,0,0,0.361804,2,0
183.8139954,1622,14.0662003,834.3850098,0,0,0,0.387043,2,1
20.4925995,701,23.7670994,854.947998,4,0,3,0.319966,2,1
73.1785965,2099,10.6016998,882.0410156,0,0,0,0.630259,4,0
307.2349854,1783,14.6639004,793.40802,0,0,2,0.204202,3,1
352.2349854,974,20.3075008,921.125,3,2,0,0.160728,4,1
184.1450043,1831,16.0797997,754.6489868,0,0,0,0.246947,4,1
331.3139954,2409,14.1295004,1085.199951,0,0,0,0.589921,2,0
131.5110016,1560,25.8309994,1171.479981,1,0,0,0.512163,2,1
315,2009,11.3290005,794.09198,0,0,0,0.114215,4,1
40.2364006,1702,23.0611,979.0910034,0,0,0,0.21637,2,1
45,1660,12.6212997,974.78302,0,0,0,0.252024,2,1
79.1596985,1710,21.7413006,755.3829956,4,0,4,0.375422,3,1
330.4880066,1902,26.9083996,850.4719849,0,0,0,0.506446,3,0
355.9140015,1839,19.3355999,800.8189697,0,0,0,0.302925,2,1
162.0509949,1958,17.2740002,1036.290039,0,0,0,0.269087,4,1
194.0359955,1884,9.7480297,858.3540039,0,3,0,0.204269,4,0
202.9640045,2666,14.9488001,1237.709961,0,0,0,0.609495,4,0
42.2737007,2266,20.3876991,846.8779907,0,0,0,0.536225,4,1
319.0859985,1752,4.7279401,886.1400146,2,0,0,0.382409,2,1
142.7649994,1318,7.45401,652.302002,2,0,2,0.453552,4,0
71.2814026,2177,28.0273991,1187.400024,0,0,0,0.626478,4,0
78.6901016,1605,18.7747002,796,0,0,0,0.50318,2,1
262.2659912,1628,34.2625008,1006.200012,0,0,0,0.537263,4,0
330.1860046,611,23.1420002,890.6719971,2,0,4,0.117522,3,0
62.6279984,2183,33.4874001,1251.609985,0,0,0,0.539419,2,0
242.4750061,1733,18.4484005,770.5200195,4,0,4,0.250691,3,1
77.3806992,1667,15.9645996,783.3920288,0,0,3,0.305677,2,1
206.1470032,1566,14.3212004,778.3029785,4,0,0,0.182358,4,1
317.6029968,1788,14.5495005,798.3640137,1,0,0,0.376489,2,1
110.3759995,2187,31.8927994,1251.189941,1,0,0,0.399082,3,0
86.3086014,1657,14.5136003,1151.209961,0,0,2,0.182989,2,1
56.3098984,1745,10.2194004,1027.729981,0,0,0,0.266483,2,1
24.5130005,1913,29.7880001,870.4489746,0,0,0,0.403482,2,1
82.0198975,1825,24.2369003,1030.660034,0,0,0,0.559414,2,0
321.2539978,1371,23.3997002,986.1400146,4,0,0,0.29155,2,1
34.9393005,1761,20.3570995,775.440979,4,3,0,0.399602,2,1
148.1730042,1299,29.6341991,978.2420044,0,0,0,0.419159,2,0
348.4249878,1389,19.4437008,969.3289795,4,0,0,0.359109,2,1
342.3500061,1894,21.0457001,768.5889893,0,0,0,0.175792,4,1
238.7680054,1528,42.4926987,810.7550049,2,2,0,0.422715,4,0
66.0374985,1643,13.8323002,1058.849976,0,2,0,0.506167,4,0
324.4620056,1643,2.0527799,733.4520264,0,3,0,0.357256,1,0
91.4320984,1596,18.4403,771.434021,0,0,0,0.471148,3,0
213.5410004,1241,23.9850998,786.4099731,0,0,1,0.443401,2,0
27.4743996,1723,6.6963501,790.0189819,0,1,3,0.415909,3,0
350.2720032,2204,16.4846001,859.8179932,4,0,0,0.277074,3,1
23.0615005,2050,24.5786991,1228.869995,0,0,0,0.556653,2,0
40.6839981,1934,17.3901997,755.4279785,2,0,1,0.569688,4,0
158.9620056,798,9.8764696,964.3339844,0,3,0,0.528324,3,0
201.8009949,1810,10.1765003,802.4819946,4,0,0,0.181931,1,1
210.9640045,1764,14.9626999,788.1099854,3,0,0,0.15075,1,1
341.0750122,2181,31.6608009,882.0759888,0,0,0,0.514188,2,1
47.4896011,1777,22.1448994,712.9169922,0,0,0,0.290354,4,1
275.3770142,1834,35.4305,809.0369873,0,0,2,0.409429,4,0
172.647995,1866,27.5172997,808.9260254,2,0,0,0.56215,1,1
122.8560028,2079,25.4622993,912.7180176,0,0,0,0.264339,4,1
312.9790039,1782,26.6191006,1187.869995,3,0,0,0.402521,3,0
207.8970032,1797,29.2938004,1189.280029,0,0,0,0.630766,2,1
205.5599976,1473,23.0214996,1195.5,2,0,0,0.311789,4,1
157.8339996,2086,13.6557999,859.007019,0,0,0,0.172899,2,1
9.24611,1988,10.2886,817.7420044,0,2,0,0.547508,3,0
136.5070038,1973,12.6254997,834.1710205,1,2,0,0.426135,2,1
76.504303,1930,12.0928001,857.2490234,0,0,0,0.493438,2,1
136.6139984,1481,22.7110996,1166.630005,0,0,1,0.490696,2,0
280.3940125,667,35.5994987,732.0310059,0,0,4,0.420803,2,0
331.2090149,2495,27.8223,1227.530029,0,0,0,0.508575,2,0
160.095993,1351,27.2049007,1027.119995,0,3,0,0.312878,2,1
106.189003,1733,7.6603198,794.9039917,1,0,0,0.410404,2,1
21.2973995,1946,14.7807999,786.039978,0,0,0,0.516602,2,0
238.3710022,1614,36.4614983,785.8649902,0,0,4,0.469998,4,1
112.8339996,2021,9.7480297,808.9879761,0,0,0,0.182709,3,0
226.8480072,1128,10.3572998,814.6690063,4,0,4,0.364413,2,0
86.7294998,1645,16.2852993,1146.400024,4,0,0,0.31699,4,1
20.0561008,1480,15.6127996,921.4639893,2,0,0,0.515803,4,0
320.598999,1397,16.8022995,730.2869873,0,0,0,0.392543,2,1
73.0725021,1935,35.0387001,834.4420166,0,0,0,0.593028,4,0
263.8630066,1596,37.9352989,742.1530151,2,0,2,0.399022,4,0
327.7070007,2004,31.6385002,827.5490112,0,2,0,0.352574,3,0
26.1616001,1750,27.8885002,724.007019,0,3,0,0.446067,4,0
160.4360046,637,28.1492996,896.4500122,0,3,2,0.389398,4,0
268.3450012,1922,35.7966995,1186.729981,0,0,3,0.276051,2,1
123.6900024,1757,31.0027008,767.1220093,4,0,0,0.464229,3,1
10.0974998,1771,17.1686001,1000.820007,4,0,0,0.427104,2,1
273.1799927,1180,8.5437298,863.0650024,4,0,4,0.296951,2,0
34.9920006,1726,11.4995003,760.1359863,3,0,3,0.322394,3,1
100.2440033,1568,19.3633003,1000.049988,2,0,0,0.568515,2,0
350.3619995,1978,12.6254997,765.7730103,0,0,0,0.285661,2,0
1.7357,1558,15.3830004,681.0579834,3,0,4,0.394503,4,0
123.6900024,1798,1.72101,798.4169922,3,0,0,0.235953,1,0
290.0950012,2001,19.9920998,858.8359985,0,0,0,0.340307,2,1
213.9060059,1670,17.0268002,764.8809814,0,0,0,0.423463,3,1
86.4964981,1455,31.5352001,1116.569946,0,0,0,0.573263,2,0
253.8670044,1755,27.6919994,794.1389771,0,2,1,0.464486,3,0
346.2640076,1575,10.9249001,1057.77002,0,0,0,0.619759,4,0
94.3986969,1799,9.2566795,743.6439819,0,0,0,0.172953,4,1
305.3619995,1422,17.5769997,759.848999,0,3,3,0.357761,3,1
94.671402,2199,47.0541,1207.290039,0,0,0,0.729265,2,0
270,1143,0.477454,695.6500244,0,0,3,0.275801,3,0
54.4622993,758,4.1002898,849.3850098,2,0,2,0.568064,2,0
222.0390015,1603,34.3897018,846.0759888,0,0,0,0.50572,4,0
63.4348984,1176,28.3859997,676.1300049,1,0,4,0.450272,2,1
123.887001,2088,18.5872002,1098.859985,0,0,0,0.304944,2,1
239.0359955,1541,13.6557999,769.901001,0,3,0,0.379398,2,1
230.8560028,877,24.7984009,862.7230225,0,0,2,0.294171,2,0
280.1759949,2108,9.3747797,851.5479736,4,0,0,0.411544,2,1
120.0690002,1426,32.6329994,968.0839844,0,0,0,0.542678,2,0
32.0821991,1801,33.3834991,801,0,1,0,0.398844,2,1
116.1470032,1975,27.0480995,831.8200073,2,0,0,0.271726,2,1
312.8389893,2033,17.3554993,1030.75,0,0,0,0.318847,2,0
55.4915009,732,9.1910295,920.6160278,3,1,0,0.294238,2,0
226.302002,1740,27.4148006,1158.329956,0,0,0,0.21795,2,1
298.8110046,1623,10.7697001,748.7849731,4,0,3,0.359611,2,1
266.8200073,849,16.7236004,783.4180298,2,0,2,0.266509,2,0
35.5377007,1802,2.0527799,801.4509888,4,0,0,0.396642,1,0
325.3049927,1360,21.5681,732.0200195,0,3,4,0.321625,3,1
223.2640076,979,30.2691994,849.1550293,2,0,3,0.368006,2,0
214.3800049,1824,5.47927,721.414978,0,0,3,0.379459,4,0
114.2740021,1772,34.966301,883.7059937,3,0,0,0.537166,2,0
84.2893982,1731,4.7872901,777.9699707,4,0,4,0.368727,1,0
154.5370026,1611,10.9694996,744.9320068,0,0,2,0.408486,2,1
12.5288,1641,8.7356901,764.9539795,2,0,0,0.20954,3,1
105.5930023,1944,20.4064999,846.9019775,2,0,0,0.240978,2,1
101.9290009,1436,16.8234005,1005.409973,0,0,0,0.255916,2,0
24.9547997,1864,24.8992004,777.4920044,4,0,0,0.233764,3,1
358.4930115,2173,17.5769997,1109.579956,0,0,0,0.624016,2,0
34.824501,1052,25.030899,994.4890137,0,0,0,0.443483,4,0
81.2537994,1755,6.2550998,1015.090027,0,0,0,0.455675,2,1
141.1699982,1731,12.3689003,766.6099854,4,0,0,0.131864,3,1
236.1360016,2006,37.3334007,1205.839966,1,0,0,0.590165,2,1
200.9429932,2030,19.8684998,872.1220093,0,0,0,0.469834,2,1
66.2505035,2140,12.8225002,838.4400024,0,0,0,0.495155,3,0
135,2165,18.566,918.8629761,0,0,0,0.508967,4,0
90.9821014,832,36.1022987,876.6519775,0,0,0,0.339488,2,0
47.1408997,513,32.2495995,866.7810059,0,0,4,0.411892,2,1
293.1990051,1685,41.6212997,1271.310059,0,0,1,0.217405,2,1
60.9454002,2157,18.9416008,912.2139893,0,0,0,0.609737,4,0
83.6597977,1812,20.6718998,1227.52002,0,0,0,0.63031,2,0
197.9279938,2740,16.5832005,776,0,0,0,0.545002,2,0
28.8108006,1794,20.8279991,1160.910034,0,0,0,0.600473,2,1
253.6100006,1099,20.2625008,741.6160278,0,0,3,0.211643,2,1
90,953,20.5559998,941.3469849,0,0,0,0.366144,2,0
281.9760132,2026,8.0010405,886.1610107,4,0,0,0.3699,2,0
240.4219971,1707,28.0041008,1302.219971,3,0,0,0.50233,2,0
106.586998,1913,22.2285004,1117,2,0,0,0.530774,4,1
113.0739975,1264,45.2840996,1002.419983,2,2,0,0.582928,4,0
267.5809937,1803,16.4939003,1263.589966,0,0,2,0.160838,2,0
5.04245,2151,15.8775997,1234,0,0,0,0.539387,2,0
50.0635986,1046,25.0484009,931.9039917,3,2,0,0.362866,4,1
92.7263031,1108,27.7262001,937.3189697,0,0,0,0.27942,2,1
87.3574982,2004,15.1695004,822.0469971,0,0,0,0.324016,2,1
125.0960007,1133,20.6487999,833.132019,3,0,3,0.301985,2,1
55.8855019,1644,17.3293991,1141.01001,4,0,3,0.192452,3,1
178.1519928,1434,14.4919996,905.8460083,0,0,0,0.287743,2,0
173.2339935,1482,26.3407001,1183.560059,1,0,0,0.521615,4,0
95.0423965,1922,15.8775997,826.1699829,2,0,0,0.161791,3,1
123.6900024,1723,11.8774996,758.4429932,3,0,3,0.169589,3,1
40.9622993,1577,26.6618004,1003.52002,0,0,0,0.463509,4,1
207.6459961,1665,21.5594006,816.8339844,0,2,3,0.398369,3,1
222.1380005,1648,6.7296901,1004.039978,4,0,0,0.19051,4,1
92.8623962,1689,18.4563999,1130.439941,3,0,2,0.385208,2,1
75.7354965,1997,14.2330999,878.0930176,0,0,0,0.266492,2,1
172.4759979,1587,24.0130997,1227.229981,3,0,0,0.211871,4,1
262.5889893,1952,45.9476013,1027.910034,0,0,0,0.475417,2,1
213.6900024,1805,1.72101,803.5819702,4,0,0,0.213732,2,1
219.9759979,1565,28.2931995,778.6560059,4,0,0,0.557507,4,0
137.4589996,998,43.8717003,924.5460205,0,0,0,0.364624,2,0
271.2019958,1764,30.7933998,780.7700195,4,0,0,0.445935,2,1
202.0679932,1420,9.4448795,1025.02002,0,0,0,0.461766,2,1
351.8699951,1619,38.5021019,1175.380005,0,0,0,0.450844,2,0
44.0555992,1773,47.0059013,998.4169922,0,0,0,0.498072,2,0
270,1782,8.0632496,749.4829712,0,0,1,0.300427,4,1
45.7345009,1734,24.6861992,1119.380005,0,0,0,0.593404,4,0
304.4179993,1157,28.6124001,924.6959839,0,0,0,0.39516,4,0
292.2489929,1464,11.2041998,861.9899902,0,0,0,0.437482,2,0
50.1944008,663,3.72387,914.3109741,3,1,0,0.387006,3,0
126.4690018,1193,6.7958598,707.0880127,0,0,1,0.488744,3,0
20.4099007,1058,20.9235992,903.5380249,0,0,0,0.289675,2,0
78.6901016,1910,14.3029003,811.6110229,0,0,0,0.58885,4,0
208.6100006,682,5.96102,893.0289917,4,0,4,0.386924,3,1
19.0576992,1340,13.6287003,675.2410278,4,0,4,0.167711,2,0
120.0270004,2174,27.6802006,840.03302,0,0,0,0.614038,4,0
304.0769958,1435,18.8843994,878.0469971,0,0,0,0.479889,2,0
101.3099976,703,2.43314,848.6140137,1,0,4,0.555939,2,1
320.3559875,1953,29.6037998,1030.680054,3,0,0,0.42234,2,0
64.9831009,1756,3.9454801,774.960022,4,0,0,0.180385,3,0
201.8009949,693,17.4393005,914.9000244,3,1,0,0.166916,2,1
302.5100098,2092,43.6391983,865.8150024,0,0,0,0.309604,3,1
215.2720032,2334,11.8184996,830.9689941,0,0,0,0.475366,4,0
85.0728989,1841,25.8792,809.6939697,0,2,0,0.511249,3,0
180.5670013,1613,22.8239994,1009.48999,0,0,0,0.462606,2,0
116.5650024,713,23.1989994,870.9910278,4,0,3,0.362878,2,0
30.9638004,1807,2.7818899,803.4069824,2,0,0,0.12629,1,0
143.2969971,1765,15.9518003,1187.449951,2,0,2,0.657447,2,0
136.7619934,2260,20.9666996,910.4110107,0,0,0,0.372079,2,0
0,1598,10.3888998,709.7600098,2,0,1,0.337444,4,1
139.927002,1626,34.4528999,815.9039917,4,0,2,0.444187,4,1
33.6901016,1715,22.8139,1151.819946,0,0,0,0.430875,2,1
50.8067017,1840,19.2621994,828.4699707,0,0,0,0.546042,2,0
45,1097,13.9006996,1029.709961,0,0,0,0.331269,4,1
335.3529968,1213,21.2891998,1081.599976,0,0,0,0.260912,4,1
279.5539856,1723,23.1105003,1197.060059,0,0,2,0.299017,2,1
140.7109985,1844,19.5610008,825.8770142,4,3,0,0.383787,2,1
100.3050003,719,5.3228502,935.0430298,4,3,0,0.419569,3,1
325.95401,1864,20.4111996,1208.469971,0,0,0,0.390685,2,0
201.0379944,1563,6.6206899,712.5930176,0,0,0,0.285842,4,1
192.0950012,2158,6.80409,827.9310303,0,0,0,0.601636,4,0
272.6029968,1736,10.3993998,1181.469971,2,0,0,0.291926,3,0
102.9950027,1451,9.4681301,693.039978,3,0,3,0.230352,2,1
93.8141022,1864,32.0625,1358.199951,0,0,0,0.633925,2,0
11.1598997,1009,31.9766998,962.7420044,0,2,0,0.427472,4,0
179.326004,2029,19.5037003,766.2639771,0,0,0,0.415437,4,0
106.5350037,1799,29.0888996,779.2579956,0,0,0,0.602286,4,0
213.6900024,1596,21.3356991,805.5230103,0,0,0,0.495949,3,0
225,1757,0.675206,1225.910034,0,0,0,0.371447,2,0
290.3760071,1856,8.8425102,763.401001,0,0,0,0.208888,2,1
61.6069984,2007,19.3153,1261.150024,0,0,0,0.19564,3,0
322.125,1816,33.6279984,809.2789917,0,0,0,0.429174,4,1
184.8990021,1934,16.3167,838.1430054,0,0,0,0.141512,2,1
313.8540039,1940,16.4195004,960.3079834,0,0,0,0.413347,2,0
329.2070007,1223,25.6501999,736.2999878,0,0,1,0.328463,2,1
164.2910004,1875,15.4834003,809.8839722,4,0,0,0.117447,2,1
66.8013992,1732,10.7798004,802.9299927,2,2,0,0.0297757,3,1
158.003006,1366,34.1595001,960.9639893,2,0,0,0.60485,4,1
115.7099991,981,14.0213003,993.0349731,0,1,0,0.187614,4,1
246.0379944,1952,22.3117008,747.276001,0,0,0,0.332017,4,0
23.0912991,1647,30.2984009,705.3109741,0,2,4,0.317004,4,0
291.8009949,1989,7.6675801,811.6610107,1,0,0,0.561036,4,0
73.3834,1510,39.7102013,726.552002,0,0,3,0.504239,2,1
69.1022034,833,13.7826996,907.9030151,4,0,0,0.481429,2,0
78.0239029,1787,15.7017002,1218.920044,4,0,0,0.16869,4,1
53.1301003,1754,7.12502,749.6589966,0,0,0,0.207643,4,1
351.8699951,1741,10.0249996,803.2520142,3,0,0,0.308413,2,1
127.4049988,1951,10.1119003,1106.650024,3,0,0,0.598644,4,1
6.3401899,1137,18.7563,876.0770264,0,0,2,0.203734,4,1
58.4486008,1121,15.5731001,848.4229736,4,0,1,0.101047,2,1
201.3090057,1795,32.2360992,1165.5,2,0,1,0.648502,2,1
220.4620056,1179,20.4251995,956.8280029,0,0,0,0.328447,2,0
256.1029968,2075,39.7844009,806.4470215,0,0,0,0.560345,4,1
64.7222977,1630,18.3540993,1331.430054,2,0,0,0.509779,2,1
176.3480072,2018,11.1021996,1040.949951,4,0,0,0.296364,2,1
207.5529938,2227,12.1988001,839.1989746,0,0,0,0.258431,4,0
350.8380127,1721,7.45401,737.4689941,1,0,1,0.408052,2,1
89.5102997,1693,25.9901009,779.2000122,0,2,0,0.556402,3,0
72.8380966,2227,30.6711006,814.4689941,0,0,0,0.700235,4,0
45.9239998,1665,20.0716,771.1279907,0,0,2,0.265896,2,1
207.5820007,1550,17.4825001,1135.839966,0,0,0,0.413462,4,0
173.6600037,1732,2.16079,770.2529907,4,0,3,0.245597,1,0
343.6640015,1708,26.7329006,839.9500122,0,0,0,0.420336,4,1
225.6820068,1613,26.3358994,927.3619995,0,0,0,0.552095,2,0
315,1592,12.2994003,770.4290161,3,0,0,0.313506,3,0
168.6900024,1793,9.6462202,790.072998,2,0,0,0.226499,3,0
27.0720997,1591,11.8910999,768.4359741,0,1,1,0.430293,2,1
99.7435989,1959,22.7110996,860.7319946,0,0,0,0.536383,4,1
291.8009949,1809,17.4393005,807.5499878,4,0,0,0.427075,1,1
90,1568,4.7636399,724.3950195,4,0,4,0.326292,2,0
320.946991,1529,15.8743,726.7340088,0,0,0,0.521245,2,1
80.882103,1851,18.8714008,834.3549805,0,0,0,0.410849,2,1
178.1519928,2005,21.1914005,854.5029907,0,3,0,0.119279,3,1
276.8429871,2190,5.9892201,1043.890015,0,0,0,0.348376,2,0
327.6329956,1083,46.4174004,986.90802,0,3,0,0.437615,2,0
45,883,23.8425999,939.5380249,0,0,0,0.317752,2,0
41.5834007,2017,21.5790005,1046.400024,0,0,0,0.534659,2,0
137.5449982,1726,14.8650999,1227.01001,4,0,0,0.60958,4,0
299.7449951,1921,31.1601009,854.9790039,1,0,0,0.439932,2,1
232.253006,1546,18.0925007,1194.619995,0,0,0,0.388868,2,1
171.2089996,784,22.2430992,908.5599976,2,0,0,0.286359,1,1
286.928009,1254,5.7204299,790.0720215,0,2,1,0.131911,4,1
357.7090149,1807,22.6361008,795.9760132,0,0,0,0.348957,2,1
248.9620056,1986,16.1814003,1210.900024,4,0,3,0.537623,3,0
219.8059998,2243,18.0263004,1286.060059,0,0,0,0.619924,2,0
115.8799973,1877,25.0676003,1284.790039,0,0,1,0.243174,2,1
28.5400009,1824,15.1283998,798.5009766,1,0,0,0.436656,3,1
24.8483009,1602,34.3787994,796.8270264,4,3,3,0.482064,4,0
342.8240051,2115,13.4884005,1056.459961,0,0,0,0.422315,2,0
93.5763016,2252,7.6092901,1252.660034,0,0,0,0.643528,2,0
259.7780151,586,27.3178005,911.0750122,1,0,3,0.322318,2,0
60.1540985,2031,30.3731003,797.7490234,0,0,0,0.479062,4,1
157.4790039,2753,10.4777002,1260.420044,0,0,0,0.666714,2,0
18.4349003,1884,16.8595009,833.9190063,4,0,0,0.306779,3,1
154.8320007,2002,20.9123001,797.7069702,2,0,0,0.474266,2,0
180.7640076,1897,17.3554993,805.0560303,4,0,0,0.424871,3,1
320.7109985,1788,30.6338005,1145.819946,0,0,0,0.502348,3,1
172.3760071,2136,28.0972004,1234.869995,0,0,0,0.433345,2,0
143.9730072,1628,24.3887005,982.8330078,4,0,0,0.560087,2,0
140.2740021,1834,21.0389996,1068.400024,0,0,0,0.270492,4,1
349.9920044,1396,16.0510998,980.3640137,0,0,0,0.0573181,2,1
308.8840027,1785,18.3596001,1209.939941,0,0,2,0.404921,2,0
141.9109955,2163,21.3929996,779.0930176,0,0,0,0.495747,4,0
114.2279968,1345,20.0788002,742.4559937,4,0,4,0.333116,2,1
225,1936,29.2397995,810.2550049,3,2,2,0.300907,3,1
339.1019897,1816,13.7826996,1170.290039,4,0,0,0.233358,4,1
88.4517975,2034,24.8285007,1257.219971,0,0,0,0.625773,2,0
287.2409973,1769,20.7845001,1260.949951,0,0,2,0.351723,2,1
117.2549973,2360,17.1891994,905.3829956,0,0,0,0.559607,2,0
34.9025002,1965,23.6016998,774.0460205,4,0,0,0.566399,4,0
90.9821014,1458,36.1022987,907.3969727,0,0,2,0.472889,2,0
285.3959961,1471,30.8118992,1135.430054,0,0,0,0.344916,2,1
45,806,5.3859801,940.2529907,4,2,0,0.156006,4,1
21.8013992,2042,7.6675801,840.4899902,0,0,0,0.493402,3,0
293.8389893,1676,21.3929996,872.7849731,1,0,0,0.479405,4,0
107.3539963,1170,15.6094999,829.7969971,3,0,3,0.207645,2,0
295.3460083,1669,9.9372702,779.5930176,0,0,0,0.2473,3,1
11.1129999,1769,25.4349995,726.8140259,4,0,0,0.391867,4,1
247.4570007,1436,25.5573997,1054.359985,0,0,0,0.475684,2,0
42.0262985,2062,24.4340992,831.539978,0,0,0,0.294256,2,1
322.5559998,1878,30.2220001,806.5089722,0,0,0,0.285593,4,1
257.0050049,1318,15.5333004,733.8540039,3,2,2,0.226765,4,1
116.9169998,1426,31.2777004,743.367981,0,2,1,0.30422,2,0
315,1812,2.0248699,818.8469849,2,0,0,0.27174,1,0
21.3705997,1636,5.8755698,740.6069946,1,1,1,0.280555,1,1
1.21887,1815,21.3929996,822.9069824,0,0,0,0.396836,2,1
122.2419968,1728,17.7556,806.5180054,0,0,0,0.337283,3,1
348.3410034,1668,15.0043001,766.9379883,3,2,0,0.239111,2,1
17.3540001,1625,22.7374001,753,2,0,1,0.390798,2,0
354.1740112,1884,11.5976,806.4180298,0,0,0,0.16261,4,1
184.6349945,1939,17.1891994,828.0170288,4,3,0,0.126104,2,1
304.04599,1381,10.5398998,689.3959961,0,0,0,0.175902,4,1
59.7967987,683,17.9013996,909.7999878,4,1,2,0.317715,2,1
18.0042,724,19.3153,848.4689941,4,0,3,0.487274,2,1
281.3099976,967,27.0170994,910.8859863,0,3,0,0.337962,4,0
47.0096016,695,18.5765991,918.2080078,3,1,0,0.566651,3,1
41.1120987,1286,31.3134995,1028.790039,0,0,0,0.35,4,1
123.6900024,1203,35.7957993,1158.109985,4,0,1,0.516114,2,0
348.2749939,1800,12.7097998,870.1799927,3,3,0,0.457135,4,0
148.7610016,1886,16.5555,827.4619751,4,3,0,0.522262,2,0
134.3899994,1909,28.9834995,820.3540039,0,0,0,0.484651,2,1
327.9689941,1572,44.9347,818,4,0,4,0.320119,2,1
233.3789978,2277,37.536499,904.6019897,0,3,0,0.278036,2,1
159.3049927,1945,11.3338003,825.6749878,4,0,0,0.418053,3,1
320,575,19,968,4,0,0,0.359,2,0
136.8480072,1746,20.0788002,776.4769897,4,0,0,0.51189,3,1
10.7389002,1690,26.1947994,988.5960083,3,0,0,0.267527,2,1
180.8549957,1000,15.5995998,915.3510132,3,1,0,0.165987,2,1
112.7509995,1439,22.7917995,811.6420288,0,0,0,0.407899,4,1
317.7929993,1493,35.9664001,1116.180054,0,0,0,0.150402,4,0
108.4349976,2045,20.2507,821.2470093,4,0,0,0.296605,2,1
128.1569977,1201,8.4394503,723.9160156,0,0,0,0.465386,2,0
97.3412018,1499,34.4025993,1144.680054,0,0,0,0.604588,2,0
247.2489929,2200,22.7917995,872.0770264,0,0,0,0.419915,2,1
98.6334,1709,38.8325005,1147.729981,0,0,0,0.616246,2,0
230.9060059,2197,9.7480297,843.9199829,0,0,0,0.515916,4,1
355.4710083,1847,40.1744995,756.6140137,0,0,0,0.427654,4,0
77.8812027,1864,34.7857018,1024.959961,4,0,0,0.610861,4,0
279.1369934,1557,31.1105995,810.9260254,0,0,2,0.372232,4,0
306.5289917,1881,15.6424999,853.6859741,0,0,0,0.449244,3,0
115.5599976,1885,11.9947004,785.1820068,0,0,0,0.466529,2,1
262.5039978,2095,17.7133007,853.9990234,0,0,0,0.4328,4,0
20.0951996,738,19.9920998,839.3629761,0,0,3,0.534644,2,0
81.8699036,1893,14.8511,828.2819824,0,0,0,0.247145,2,1
76.476799,1682,18.7036991,1252.430054,4,0,0,0.303559,4,1
2.72631,631,14.7242002,892.6929932,3,1,0,0.22864,3,0
212.9049988,1852,4.8225398,830.3720093,4,2,0,0.354502,2,0
55.3047981,1865,11.1800003,790.6859741,0,0,0,0.504254,3,0
357.1380005,1539,26.5937004,750.9470215,0,3,3,0.430724,2,1
145.6199951,1736,5.47927,799.7650146,1,0,0,0.338583,2,1
297.8970032,1641,4.5823102,777.0759888,2,0,0,0.485079,3,0
35.0957985,1814,20.6487999,752.2189941,0,0,2,0.398996,4,0
228.5399933,1556,29.7985001,1232.560059,2,0,0,0.567277,2,1
276.6099854,1282,44.3431015,908.1929932,0,0,0,0.365572,2,0
131.4680023,1942,25.5573997,1030.790039,0,0,0,0.371213,2,0
2.6630001,1625,19.7339993,1017.119995,0,0,0,0.27379,2,0
40.4261017,1763,23.9102993,1214.76001,4,0,0,0.344551,4,1
341.5650024,2071,17.5484009,900.3060303,0,0,0,0.518226,4,0
29.4274998,1171,20.4626999,1002.450012,0,0,0,0.391831,2,0
144.8410034,1656,30.3743,1145.599976,0,0,0,0.210681,2,0
